"ID","CORE_TEXT","EXT_TEXT","he wrote","Van Gogh wrote","complementary colours","The Potato Eaters","this torso of Venus","drew","standing torso of Venus","which he painted a number of times","He would use this technique more than once in his later work","Head of a Woman","Head of a Man","Head of a Woman 1","Head of a Woman 2","Head of a Woman 3","Torso of Venus","Horse","Torso of Venus 1","Male Torso","Kneeling Ecorche","Torso of Venus 2","Portrait of a Prostitute","Head of an Old Man","Head of a Woman 4","Plaster Cast of a Womans Torso","Plaster Cast of a Womans Torso 1","Torso of Venus 3","Woman Sewing","Letter from Vincent van Gogh to Theo van Gogh with sketches of Head of a Woman and Head of a Woman","Head of a Prostitute","1885","Nuenen","painting","1887","Paris","cityscape","portrait","still life","1890","animal art","drawing","1884","heads","Antwerp","1886","nude","1881","Brussels"
"d0197V1962v","Landscape with Cypresses and Studies of Figures Vincent van Gogh (1853 - 1890), Saint-Remy-de-Provence, March-April 1890 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 23.8 cm x 32.3 cm","localhost F1593v JH1890 d0197V1962v",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0198V1962r","Sketches of Figures Seated at a Table Vincent van Gogh (1853 - 1890), Saint-Remy-de-Provence, March-April 1890 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 31.9 cm x 23.9 cm","localhost F1601r JH1953 d0198V1962r",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0198V1962v","Sketches of Sitting Figures Vincent van Gogh (1853 - 1890), Saint-Remy-de-Provence, March-April 1890 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 31.9 cm x 23.9 cm","localhost F1601v JH1952 d0198V1962v",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0199V1971r","Figures on the Beach and a Plate, Bowl and Spoon Vincent van Gogh (1853 - 1890), Saint-Remy-de-Provence, March-April 1890 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 47.8 cm x 28.8 cm","localhost F1604r JH1930 d0199V1971r",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Genre=still life","https://vangoghmuseum.nl/en/collection?Date=1890","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0199V1971v","Figures on the Beach Vincent van Gogh (1853 - 1890), Saint-Remy-de-Provence, March-April 1890 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 28.8 cm x 47.8 cm","localhost F1604v NA00000 d0199V1971v",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0200V1962r","Studies of a Hand Vincent van Gogh (1853 - 1890), Saint-Remy-de-Provence, March-April 1890 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 23.8 cm x 31.8 cm","localhost F1360r JH0619 d0200V1962r",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0200V1962v","Studies of a Dead Sparrow Vincent van Gogh (1853 - 1890), Saint-Remy-de-Provence, Autumn 1889-Spring 1890 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 23.8 cm x 31.8 cm","localhost F1360v JH0621 d0200V1962v",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0201V1971r","Egyptian Head and Figure Study Vincent van Gogh (1853 - 1890), Auvers-sur-Oise, June-July 1890 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 31.4 cm x 23.9 cm","localhost F1520r JH1733 d0201V1971r",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Genre=still life","https://vangoghmuseum.nl/en/collection?Date=1890","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0201V1971v","Egyptian Head Vincent van Gogh (1853 - 1890), Auvers-sur-Oise, June-July 1890 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 31.4 cm x 23.9 cm","localhost F1520v JH1734 d0201V1971v",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Genre=still life","https://vangoghmuseum.nl/en/collection?Date=1890","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0202V1962","Two Sowers Vincent van Gogh (1853 - 1890), The Hague, December 1882 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 31.7 cm x 21.2 cm","localhost F0853 JH0274 d0202V1962","Van Gogh drew this in December 1882. Sowing time was early autumn, so he must have made the drawing from memory (or based it on an earlier sketch). You can see the seeds falling on the field in the foreground. Vincent wrote to Theo wanted to make a series of 30 Working types: sower, digger, woodcutter, ploughman, washerwoman, plus on occasion a cradle or orphan man. He hoped that a series of prints of working-class figures would sell well.","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0203V1962","Head of a Woman Vincent van Gogh (1853 - 1890), The Hague, December 1882-January 1883 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 47.6 cm x 26.3 cm","localhost F0931 JH0291 d0203V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0204V1962","Woman Cutting Bread Vincent van Gogh (1853 - 1890), Nuenen, March-April 1885 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 29.9 cm x 22.6 cm","localhost F1219r JH0720 d0204V1962",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1885","https://vangoghmuseum.nl/en/collection?Place=Nuenen","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0205V1962r","Four Swifts with Landscape Sketches Vincent van Gogh (1853 - 1890), Paris, April-September 1887 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 26.9 cm x 35.2 cm","localhost F1244r JH1289 d0205V1962r",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","https://vangoghmuseum.nl/en/collection?Date=1887","https://vangoghmuseum.nl/en/collection?Place=Paris","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
"d0205V1962v","Swift Vincent van Gogh (1853 - 1890), Paris, April-September 1887 Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation) 26.9 cm x 35.2 cm","localhost F1244v JH1290 d0205V1962v",,"localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","Vincent van Gogh","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh","https://vangoghmuseum.nl/en/collection?Date=1887","https://vangoghmuseum.nl/en/collection?Place=Paris","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost",,
